variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,session_id,agent_result_source,gold_row_count,predicted_row_count,gold_rows_sample,predicted_rows_sample,comparison_details,critical_rule,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V4,no_repair,GT123,hard,Compare o IDHM médio dos municípios do RS com taxa de mortalidade hospitalar acima e abaixo da média estadual (mínimo de 500 internações).,"WITH media_rs AS (SELECT SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_media FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS'), mortalidade_mun AS (SELECT mu.codigo_6d, mu.nome, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_mort FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' GROUP BY mu.codigo_6d, mu.nome HAVING COUNT(*) > 500) SELECT CASE WHEN mm.taxa_mort > mr.taxa_media THEN 'Acima da media' ELSE 'Abaixo da media' END AS grupo, COUNT(*) AS qtd_municipios, ROUND(AVG(s.valor), 4) AS idhm_medio FROM mortalidade_mun mm, media_rs mr JOIN socioeconomico s ON mm.codigo_6d = s.codigo_6d AND s.metrica = 'idhm' GROUP BY CASE WHEN mm.taxa_mort > mr.taxa_media THEN 'Acima da media' ELSE 'Abaixo da media' END ORDER BY idhm_medio;","WITH media_estado AS ( SELECT SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_ref FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' ), por_municipio AS ( SELECT mu.nome, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_mortalidade, AVG(s.""valor"") AS idhm_medio FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d JOIN socioeconomico s ON s.""codigo_6d"" = mu.""codigo_6d"" AND s.metrica = 'idhm' WHERE mu.estado = 'RS' GROUP BY mu.nome HAVING COUNT(*) >= 500 ) SELECT pm.nome, pm.taxa_mortalidade, pm.idhm_medio FROM por_municipio pm, media_estado me WHERE pm.taxa_mortalidade > me.taxa_ref ORDER BY pm.taxa_mortalidade DESC;",False,36.9,,ablation_20260509T011519_9624afdc_V4_GT123,results,2,165,"[[""Acima da media"", 165, 0.7064], [""Abaixo da media"", 332, 0.7149]]","[[""Santo AntÃ´nio das MissÃµes"", 7.698162444275307, 0.685999999999994], [""Pinheiro Machado"", 7.434844698322028, 0.6609999999999917], [""Morro Redondo"", 7.4341861327400816, 0.7019999999999984], [""RosÃ¡rio do Sul"", 7.411187353426561, 0.6990000000000358], [""PirapÃ³"", 7.377049180327869, 0.6689999999999993]]","{""size_mismatch"": true, ""gt_size"": 2, ""pred_size"": 165, ""size_difference"": 163}",,"{""disable_repair"": true}",23396,1032,24428,0.003821
V4,no_repair,GT124,hard,Qual a média móvel de 3 anos de internações no estado do RS por ano (2008-2023)?,"SELECT ano, total_internacoes, ROUND(AVG(total_internacoes) OVER (ORDER BY ano ROWS BETWEEN 2 PRECEDING AND CURRENT ROW), 0) AS media_movel_3anos FROM (SELECT EXTRACT(YEAR FROM i.""DT_INTER"") AS ano, COUNT(*) AS total_internacoes FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado = 'RS' AND i.""DT_INTER"" IS NOT NULL GROUP BY ano) sub ORDER BY ano;","WITH internacoes_por_ano AS ( SELECT EXTRACT(YEAR FROM i.""DT_INTER"") AS ano, COUNT(*) AS total_internacoes, AVG(i.""VAL_TOT"") AS media_internacoes, ROW_NUMBER() OVER (ORDER BY EXTRACT(YEAR FROM i.""DT_INTER"")) AS rn FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE mu.""estado"" = 'RS' AND EXTRACT(YEAR FROM i.""DT_INTER"") BETWEEN 2008 AND 2023 GROUP BY ano ) SELECT ano, AVG(total_internacoes) OVER (ORDER BY ano ROWS BETWEEN 2 PRECEDING AND CURRENT ROW) AS media_movel_total, AVG(media_internacoes) OVER (ORDER BY ano ROWS BETWEEN 2 PRECEDING AND CURRENT ROW) AS media_movel_media FROM internacoes_por_ano WHERE rn IS NOT NULL ORDER BY ano;",False,19.28,,ablation_20260509T011519_9624afdc_V4_GT124,results,16,16,"[[2008, 718006, 718006.0], [2009, 728272, 723139.0], [2010, 721267, 722515.0], [2011, 709545, 719695.0], [2012, 722083, 717632.0]]","[[2008, 718006.0, 2121.7183482587857], [2009, 723139.0, 2324.054977084882], [2010, 722515.0, 2436.968165674268], [2011, 719694.6666666666, 2661.026020085516], [2012, 717631.6666666666, 2785.416500177575]]","{""gt_size"": 16, ""pred_size"": 16, ""normalized_match"": false, ""missing_rows_count"": 16, ""extra_rows_count"": 16, ""missing_rows_sample"": [[2008, 718006, 718006.0], [2009, 728272, 723139.0], [2010, 721267, 722515.0], [2011, 709545, 719695.0], [2012, 722083, 717632.0]], ""extra_rows_sample"": [[2008, 718006.0, 2121.72], [2009, 723139.0, 2324.05], [2010, 722515.0, 2436.97], [2011, 719694.67, 2661.03], [2012, 717631.67, 2785.42]], ""overlap_ratio"": 0.0}",,"{""disable_repair"": true}",15811,1160,16971,0.00206
V4,no_repair,GT125,hard,Qual a distribuição e percentual de internações em UTI por dia da semana?,"SELECT t.dia_semana, COUNT(*) AS total_internacoes_uti, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) AS pct_total FROM internacoes i JOIN tempo t ON i.""DT_INTER"" = t.data WHERE i.""VAL_UTI"" > 0 GROUP BY t.dia_semana ORDER BY t.dia_semana;","SELECT EXTRACT(DOW FROM ""DT_INTER"") AS dia_da_semana, COUNT(*) AS total_internacoes, ROUND(COUNT(*) * 100.0 / (SELECT COUNT(*) FROM internacoes WHERE ""VAL_UTI"" > 0), 2) AS proporcao FROM internacoes WHERE ""VAL_UTI"" > 0 GROUP BY dia_da_semana ORDER BY dia_da_semana;",True,14.01,,ablation_20260509T011519_9624afdc_V4_GT125,results,7,7,"[[1, 175763, 15.85], [2, 174485, 15.73], [3, 172987, 15.6], [4, 169139, 15.25], [5, 164461, 14.83]]","[[0, 124183, 11.2], [1, 175763, 15.85], [2, 174485, 15.73], [3, 172987, 15.6], [4, 169139, 15.25]]","{""gt_size"": 7, ""pred_size"": 7, ""normalized_match"": true, ""projected_match"": true, ""bidirectional_match"": true, ""gt_col_count"": 3, ""pred_col_count"": 3, ""matching_column_indices"": {""gt_cols"": [1, 2], ""pred_cols"": [1, 2]}}",,"{""disable_repair"": true}",12660,654,13314,0.001514
V4,no_repair,GT126,hard,Como se distribuem os hospitais em quartis de volume de internações? Mostre o número de hospitais e o intervalo de internações por quartil.,"SELECT ntile_grupo, COUNT(*) AS total_hospitais, MIN(total_internacoes) AS min_internacoes, MAX(total_internacoes) AS max_internacoes, ROUND(AVG(total_internacoes), 0) AS media_internacoes FROM (SELECT ""CNES"", total_internacoes, NTILE(4) OVER (ORDER BY total_internacoes) AS ntile_grupo FROM (SELECT ""CNES"", COUNT(*) AS total_internacoes FROM internacoes GROUP BY ""CNES"") sub) ranked GROUP BY ntile_grupo ORDER BY ntile_grupo;","WITH hospital_internacoes AS ( SELECT h.""CNES"", COUNT(i.""N_AIH"") AS total_internacoes FROM hospital h JOIN internacoes i ON h.""CNES"" = i.""CNES"" WHERE h.""MUNIC_MOV"" IN (SELECT codigo_6d FROM municipios WHERE estado = 'SE') GROUP BY h.""CNES"" ), quartis AS ( SELECT total_internacoes, NTILE(4) OVER (ORDER BY total_internacoes) AS quartil FROM hospital_internacoes ) SELECT quartil, COUNT(*) AS numero_hospitais, MIN(total_internacoes) AS intervalo_inferior, MAX(total_internacoes) AS intervalo_superior FROM quartis GROUP BY quartil ORDER BY quartil;",False,12.94,,ablation_20260509T011519_9624afdc_V4_GT126,results,4,0,"[[1, 178, 1, 3372, 1172.0], [2, 178, 3435, 10157, 6348.0], [3, 178, 10183, 26370, 16906.0], [4, 177, 26785, 584036, 79634.0]]",[],"{""size_mismatch"": true, ""gt_size"": 4, ""pred_size"": 0, ""size_difference"": -4}",,"{""disable_repair"": true}",13133,698,13831,0.001467
V4,no_repair,GT127,hard,Quais são os 10 diagnósticos com maior queda absoluta de internações entre os períodos 2008-2012 e 2019-2023?,"WITH p1 AS (SELECT ""DIAG_PRINC"", COUNT(*) AS n1 FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") BETWEEN 2008 AND 2012 AND ""DIAG_PRINC"" IS NOT NULL GROUP BY ""DIAG_PRINC""), p2 AS (SELECT ""DIAG_PRINC"", COUNT(*) AS n2 FROM internacoes WHERE EXTRACT(YEAR FROM ""DT_INTER"") BETWEEN 2019 AND 2023 AND ""DIAG_PRINC"" IS NOT NULL GROUP BY ""DIAG_PRINC"") SELECT c.""CD_DESCRICAO"", p1.n1 AS periodo_2008_2012, p2.n2 AS periodo_2019_2023, (p1.n1 - p2.n2) AS queda_absoluta FROM p1 JOIN p2 ON p1.""DIAG_PRINC"" = p2.""DIAG_PRINC"" JOIN cid c ON p1.""DIAG_PRINC"" = c.""CID"" WHERE p1.n1 > 1000 ORDER BY queda_absoluta DESC LIMIT 10;","WITH internacoes_periodo AS ( SELECT EXTRACT(YEAR FROM ""DT_INTER"") AS ano, i.""DIAG_PRINC"", COUNT(*) AS total_internacoes FROM internacoes i WHERE EXTRACT(YEAR FROM ""DT_INTER"") IN (2008, 2009, 2010, 2011, 2012, 2019, 2020, 2021, 2022, 2023) GROUP BY ano, i.""DIAG_PRINC"" ), periodo_2008_2012 AS ( SELECT ""DIAG_PRINC"", SUM(total_internacoes) AS total_2008_2012 FROM internacoes_periodo WHERE ano BETWEEN 2008 AND 2012 GROUP BY ""DIAG_PRINC"" ), periodo_2019_2023 AS ( SELECT ""DIAG_PRINC"", SUM(total_internacoes) AS total_2019_2023 FROM internacoes_periodo WHERE ano BETWEEN 2019 AND 2023 GROUP BY ""DIAG_PRINC"" ) SELECT c.""CD_DESCRICAO"" AS diagnostico, COALESCE(p2.total_2019_2023, 0) - COALESCE(p1.total_2008_2012, 0) AS delta_temporal FROM periodo_2008_2012 p1 FULL OUTER JOIN periodo_2019_2023 p2 ON p1.""DIAG_PRINC"" = p2.""DIAG_PRINC"" JOIN cid c ON COALESCE(p1.""DIAG_PRINC"", p2.""DIAG_PRINC"") = c.""CID"" ORDER BY delta_temporal ASC LIMIT 10;",False,19.65,,ablation_20260509T011519_9624afdc_V4_GT127,results,10,10,"[[""Parto unico espontaneo NE"", 185144, 87385, 97759], [""Outr tipos de parto unico espontaneo"", 80032, 25396, 54636], [""Asma NE"", 91340, 39788, 51552], [""Outr tipos de parto unico p/cesariana"", 53501, 10352, 43149], [""Doenc pulmonar obstrutiva cronica NE"", 71756, 29382, 42374]]","[[""Parto unico espontaneo NE"", -97759], [""Outr tipos de parto unico espontaneo"", -54636], [""Asma NE"", -51552], [""Outr tipos de parto unico p/cesariana"", -43149], [""Doenc pulmonar obstrutiva cronica NE"", -42374]]","{""gt_size"": 10, ""pred_size"": 10, ""normalized_match"": false, ""missing_rows_count"": 10, ""extra_rows_count"": 10, ""missing_rows_sample"": [[""parto unico espontaneo ne"", 185144, 87385, 97759], [""outr tipos de parto unico espontaneo"", 80032, 25396, 54636], [""asma ne"", 91340, 39788, 51552], [""outr tipos de parto unico p/cesariana"", 53501, 10352, 43149], [""doenc pulmonar obstrutiva cronica ne"", 71756, 29382, 42374]], ""extra_rows_sample"": [[""parto unico espontaneo ne"", -97759], [""outr tipos de parto unico espontaneo"", -54636], [""asma ne"", -51552], [""outr tipos de parto unico p/cesariana"", -43149], [""doenc pulmonar obstrutiva cronica ne"", -42374]], ""overlap_ratio"": 0.0}",,"{""disable_repair"": true}",14112,1039,15151,0.001809
V4,no_repair,GT128,hard,Quais municípios com mais de 1000 internações têm taxa de internação em UTI mais de duas vezes acima da média nacional?,"WITH media_nacional AS (SELECT SUM(CASE WHEN ""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_uti_nacional FROM internacoes) SELECT mu.nome, mu.estado, COUNT(*) AS total_internacoes, ROUND(SUM(CASE WHEN i.""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_uti_local, ROUND(mn.taxa_uti_nacional, 2) AS taxa_uti_nacional FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d, media_nacional mn GROUP BY mu.nome, mu.estado, mn.taxa_uti_nacional HAVING COUNT(*) > 1000 AND SUM(CASE WHEN i.""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) > 2 * mn.taxa_uti_nacional ORDER BY taxa_uti_local DESC LIMIT 10;","WITH media_nacional AS (SELECT SUM(CASE WHEN ""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_ref FROM internacoes), por_municipio AS (SELECT mu.nome AS municipio, COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""VAL_UTI"" > 0 THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_uti FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d GROUP BY mu.nome HAVING COUNT(*) > 1000) SELECT pm.municipio, pm.total_internacoes, ROUND(pm.taxa_uti, 2) AS taxa_uti FROM por_municipio pm, media_nacional mn WHERE pm.taxa_uti > 2 * mn.taxa_ref ORDER BY pm.taxa_uti DESC;",True,20.07,,ablation_20260509T011519_9624afdc_V4_GT128,results,6,6,"[[""BagÃ©"", ""RS"", 119640, 13.49, 6.01], [""Cidreira"", ""RS"", 14114, 12.34, 6.01], [""Barra do Ribeiro"", ""RS"", 10013, 12.22, 6.01], [""RosÃ¡rio do Sul"", ""RS"", 46052, 12.17, 6.01], [""SÃ£o Borja"", ""RS"", 83042, 12.15, 6.01]]","[[""BagÃ©"", 119640, 13.49], [""Cidreira"", 14114, 12.34], [""Barra do Ribeiro"", 10013, 12.22], [""RosÃ¡rio do Sul"", 46052, 12.17], [""SÃ£o Borja"", 83042, 12.15]]","{""gt_size"": 6, ""pred_size"": 6, ""normalized_match"": true, ""projected_match"": true, ""reverse_projected_match"": true, ""gt_col_count"": 5, ""pred_col_count"": 3, ""matching_column_indices"": [0, 2, 3]}",,"{""disable_repair"": true}",14469,959,15428,0.002285
V4,no_repair,GT129,hard,Quais códigos CID aparecem como causa de morte em óbitos registrados mas nunca foram registrados como diagnóstico principal de internação?,"SELECT c.""CID"", c.""CD_DESCRICAO"", COUNT(*) AS total_como_morte FROM internacoes i JOIN cid c ON i.""CID_MORTE"" = c.""CID"" WHERE i.""MORTE"" = true AND i.""CID_MORTE"" IS NOT NULL AND i.""CID_MORTE"" != '0' AND NOT EXISTS (SELECT 1 FROM internacoes d WHERE d.""DIAG_PRINC"" = c.""CID"") GROUP BY c.""CID"", c.""CD_DESCRICAO"" ORDER BY total_como_morte DESC LIMIT 10;","SELECT c.""CID"", c.""CD_DESCRICAO"" FROM cid c WHERE c.""CID"" IS NOT NULL AND EXISTS ( SELECT 1 FROM internacoes i WHERE i.""CID_MORTE"" = c.""CID"" AND i.""MORTE"" = true ) AND NOT EXISTS ( SELECT 1 FROM internacoes i WHERE i.""DIAG_PRINC"" = c.""CID"" ) ORDER BY c.""CID"";",False,15.75,,ablation_20260509T011519_9624afdc_V4_GT129,results,10,168,"[[""Y629"", ""Durante prest cuidado cirurgico e medico NE"", 52], [""Y349"", ""Local NE"", 26], [""V011"", ""Acid trans"", 17], [""W000"", ""Residencia"", 13], [""T323"", ""Corrosoes envolv 30-39% da superf corporal"", 11]]","[[""0"", ""Nao preenchido""], [""B484"", ""Penicilose""], [""B743"", ""Loaiase""], [""E501"", ""Defic vitamina c/mancha de Bitot xerose conj""], [""G032"", ""Meningite recorrente benigna""]]","{""size_mismatch"": true, ""gt_size"": 10, ""pred_size"": 168, ""size_difference"": 158}",,"{""disable_repair"": true}",15052,655,15707,0.002267
V4,no_repair,GT130,hard,"Quais são os 10 municípios com maior taxa de mortalidade em internações obstétricas, entre aqueles com mais de 200 internações obstétricas e taxa acima da média nacional obstétrica?","WITH media_obs AS (SELECT SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_media_obstetrica FROM internacoes i WHERE i.""ESPEC"" = 2) SELECT mu.nome, mu.estado, COUNT(*) AS total_obstetrico, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 4) AS taxa_mort_obstetrica, ROUND(mo.taxa_media_obstetrica, 4) AS media_nacional FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d, media_obs mo WHERE i.""ESPEC"" = 2 GROUP BY mu.nome, mu.estado, mo.taxa_media_obstetrica HAVING COUNT(*) > 200 AND SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) > mo.taxa_media_obstetrica ORDER BY taxa_mort_obstetrica DESC LIMIT 10;","WITH media_nacional AS (SELECT SUM(CASE WHEN ""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS taxa_ref FROM internacoes WHERE ""ESPEC"" = 2), municipios_taxa AS ( SELECT mu.""nome"", COUNT(*) AS total_internacoes, SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) AS total_mortes, ROUND(SUM(CASE WHEN i.""MORTE"" = true THEN 1 ELSE 0 END) * 100.0 / COUNT(*), 2) AS taxa_mortalidade FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.""codigo_6d"" WHERE i.""ESPEC"" = 2 GROUP BY mu.""nome"" HAVING COUNT(*) > 200 ) SELECT mt.""nome"", mt.taxa_mortalidade, mt.total_internacoes FROM municipios_taxa mt, media_nacional mn WHERE mt.taxa_mortalidade > mn.taxa_ref ORDER BY mt.taxa_mortalidade DESC LIMIT 10;",False,42.4,,ablation_20260509T011519_9624afdc_V4_GT130,results,10,10,"[[""Lavras do Sul"", ""RS"", 827, 7, 0.8464, 0.0274], [""AceguÃ¡"", ""RS"", 658, 4, 0.6079, 0.0274], [""Casca"", ""RS"", 718, 4, 0.5571, 0.0274], [""SÃ£o Pedro dos Crentes"", ""MA"", 372, 2, 0.5376, 0.0274], [""Vila Nova do Sul"", ""RS"", 386, 2, 0.5181, 0.0274]]","[[""Lavras do Sul"", 0.85, 827], [""AceguÃ¡"", 0.61, 658], [""Casca"", 0.56, 718], [""SÃ£o Pedro dos Crentes"", 0.54, 372], [""Vila Nova do Sul"", 0.52, 386]]","{""gt_size"": 10, ""pred_size"": 10, ""normalized_match"": false, ""missing_rows_count"": 10, ""extra_rows_count"": 10, ""missing_rows_sample"": [[""lavras do sul"", ""rs"", 827, 7, 0.85, 0.03], [""aceguã¡"", ""rs"", 658, 4, 0.61, 0.03], [""casca"", ""rs"", 718, 4, 0.56, 0.03], [""sã£o pedro dos crentes"", ""ma"", 372, 2, 0.54, 0.03], [""vila nova do sul"", ""rs"", 386, 2, 0.52, 0.03]], ""extra_rows_sample"": [[""lavras do sul"", 0.85, 827], [""aceguã¡"", 0.61, 658], [""casca"", 0.56, 718], [""sã£o pedro dos crentes"", 0.54, 372], [""vila nova do sul"", 0.52, 386]], ""overlap_ratio"": 0.0}",,"{""disable_repair"": true}",20695,765,21460,0.002171
V4,no_repair,GT131,hard,Quais são os 5 procedimentos mais realizados em internações de pacientes indígenas?,"SELECT p.""NOME_PROC"", COUNT(*) AS total_atendimentos FROM atendimentos a JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" JOIN internacoes i ON a.""N_AIH"" = i.""N_AIH"" WHERE i.""RACA_COR"" = 5 GROUP BY p.""NOME_PROC"" ORDER BY total_atendimentos DESC LIMIT 5;","SELECT p.""NOME_PROC"", COUNT(*) AS total FROM internacoes i JOIN atendimentos a ON i.""N_AIH"" = a.""N_AIH"" JOIN procedimentos p ON a.""PROC_REA"" = p.""PROC_REA"" WHERE i.""RACA_COR"" = 5 GROUP BY p.""NOME_PROC"" ORDER BY total DESC LIMIT 5;",True,10.75,,ablation_20260509T011519_9624afdc_V4_GT131,results,5,5,"[[""PARTO NORMAL"", 24746], [""TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"", 16110], [""PARTO CESARIANO"", 8156], [""TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS"", 7486], [""TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"", 4946]]","[[""PARTO NORMAL"", 24746], [""TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"", 16110], [""PARTO CESARIANO"", 8156], [""TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS"", 7486], [""TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"", 4946]]","{""gt_size"": 5, ""pred_size"": 5, ""normalized_match"": true}",,"{""disable_repair"": true}",14797,578,15375,0.002173
V4,no_repair,GT132,hard,"Quais os 3 hospitais com maior valor médio de serviço hospitalar (VAL_SH) por estado (MA e RS), considerando hospitais com mais de 500 internações?","SELECT estado, ""CNES"", total_internacoes, avg_val_sh, rk FROM (SELECT mu.estado, i.""CNES"", COUNT(*) AS total_internacoes, ROUND(AVG(i.""VAL_SH""), 2) AS avg_val_sh, RANK() OVER (PARTITION BY mu.estado ORDER BY AVG(i.""VAL_SH"") DESC) AS rk FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado IN ('MA', 'RS') AND i.""VAL_SH"" IS NOT NULL GROUP BY mu.estado, i.""CNES"" HAVING COUNT(*) > 500) sub WHERE rk <= 3 ORDER BY estado, rk;","SELECT mu.estado, h.""CNES"", ROUND(AVG(i.""VAL_SH""), 2) AS media_val_sh, COUNT(*) AS total_internacoes FROM internacoes i JOIN hospital h ON i.""CNES"" = h.""CNES"" JOIN municipios mu ON h.""MUNIC_MOV"" = mu.codigo_6d WHERE mu.estado IN ('MA', 'RS') GROUP BY mu.estado, h.""CNES"" HAVING COUNT(*) > 500 ORDER BY media_val_sh DESC LIMIT 3;",False,15.3,,ablation_20260509T011519_9624afdc_V4_GT132,results,0,0,[],[],{},,"{""disable_repair"": true}",15152,892,16044,0.0018
V4,no_repair,GT133,hard,Em qual mês de cada ano (2008-2023) ocorreu o maior número de internações em UTI?,"SELECT ano, mes, total_uti FROM (SELECT EXTRACT(YEAR FROM ""DT_INTER"") AS ano, EXTRACT(MONTH FROM ""DT_INTER"") AS mes, COUNT(*) AS total_uti, ROW_NUMBER() OVER (PARTITION BY EXTRACT(YEAR FROM ""DT_INTER"") ORDER BY COUNT(*) DESC) AS rn FROM internacoes WHERE ""VAL_UTI"" > 0 AND ""DT_INTER"" IS NOT NULL GROUP BY ano, mes) sub WHERE rn = 1 ORDER BY ano;","SELECT ano, mes_internacao, total FROM ( SELECT EXTRACT(YEAR FROM ""DT_INTER"") AS ano, EXTRACT(MONTH FROM ""DT_INTER"") AS mes_internacao, COUNT(*) AS total, ROW_NUMBER() OVER (PARTITION BY EXTRACT(YEAR FROM ""DT_INTER"") ORDER BY COUNT(*) DESC) AS rn FROM internacoes WHERE ""VAL_UTI"" > 0 AND EXTRACT(YEAR FROM ""DT_INTER"") BETWEEN 2008 AND 2023 GROUP BY ano, mes_internacao ) sub WHERE rn = 1 ORDER BY ano;",False,12.67,,ablation_20260509T011519_9624afdc_V4_GT133,results,0,0,[],[],{},,"{""disable_repair"": true}",12424,685,13109,0.001881
V4,no_repair,GT134,hard,"Qual a média de dias de internação por especialidade médica, comparando lado a lado os estados MA e RS?","SELECT e.""DESCRICAO"" AS especialidade, ROUND(AVG(CASE WHEN mu.estado = 'MA' THEN i.""DIAS_PERM"" END), 2) AS media_dias_MA, ROUND(AVG(CASE WHEN mu.estado = 'RS' THEN i.""DIAS_PERM"" END), 2) AS media_dias_RS, COUNT(CASE WHEN mu.estado = 'MA' THEN 1 END) AS total_MA, COUNT(CASE WHEN mu.estado = 'RS' THEN 1 END) AS total_RS FROM internacoes i JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d WHERE mu.estado IN ('MA', 'RS') GROUP BY e.""DESCRICAO"" HAVING COUNT(CASE WHEN mu.estado = 'MA' THEN 1 END) > 100 AND COUNT(CASE WHEN mu.estado = 'RS' THEN 1 END) > 100 ORDER BY especialidade;","SELECT e.""DESCRICAO"" AS especialidade, ROUND(AVG(CASE WHEN mu.estado = 'MA' THEN i.""DIAS_PERM"" END), 2) AS media_MA, ROUND(AVG(CASE WHEN mu.estado = 'RS' THEN i.""DIAS_PERM"" END), 2) AS media_RS FROM internacoes i JOIN municipios mu ON i.""MUNIC_RES"" = mu.codigo_6d JOIN especialidade e ON i.""ESPEC"" = e.""ESPEC"" WHERE mu.estado IN ('MA', 'RS') GROUP BY e.""DESCRICAO"";",False,10.78,,ablation_20260509T011519_9624afdc_V4_GT134,results,0,0,[],[],{},,"{""disable_repair"": true}",13979,577,14556,0.001512
